set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 201 202 203 204 205 206 207 208 209 210 211 212 213 214 215 216 217 218 219 220 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 236 237 238 239 240 241 242 243 244 245 246 247 248 249 250 251 252 253 254 255 256 257 258 259 260 261 262 263 264 265 266 267 268 269 270 271 272 273 274 275 276 277 278 279 280 281 282 283 284 285 286 287 288 289 290 291 292 293 294 295 296 297 298 299 300 301 302 303 304 305 306 307 308 309 310 311 312 313 314 315 316 317 318 319 320 321 322 323 324 325 326 327 328 329 330 331 332 333 334 335 336 337 338 339 340 341 342 343 344 345 346 347 348 349 350 351 352 353 354 355 356 357 358 359 360 361 362 363 364 365 366 367 368 369 370 371 372 373 374 375 376 377 378 379 380 381 382 383 384 385 386 387 388 389 390 391 392 393 394 395 396 397 398 399 400 401 402 403 404 405 406 407 408 409 410 411 412 413 414 415 416 417 418 419 420 421 422 423 424 425 426 427 428 429 430 431 432 433 434 435 436 437 438 439 440 441 442 443 444 445 446 447 448 449 450 451 452 453 454 455 456 457 458 459 460 461 462 463 464 465 466 467 468 469 470 471 472 473 474 475 476 477 478 479 480 481 482 483 484 485 486 487 488 489 490 491 492 493 494 495 496 497 498 499 500 501 502 503 504 505 506 507 508 509 510 511 512 513 514 515 516 517 518 519 520 521 522 523 524 525 526 527 528 529 530 531 532 533 534 535 536 537 538 539 540 541 542 543 544 545 546 547 548 549 550 551 552 553 554 555 556 557 558 559 560 561 562 563 564 565 566 567 568 569 570 571 572 573 574 575 576 577 578 579 580 581 582 583 584 585 586 587 588 589 590 591 592 593 594 595 596 597 598 599 600 ;

set M := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ;

param m := 20;

param: T: time :=
1 1 48
1 2 25
1 3 3
1 4 76
1 5 61
1 6 15
1 7 58
1 8 34
1 9 20
1 10 43
1 11 59
1 12 58
1 13 85
1 14 70
1 15 51
1 16 37
1 17 92
1 18 53
1 19 93
1 20 90
2 1 5
2 2 90
2 3 72
2 4 30
2 5 94
2 6 90
2 7 42
2 8 12
2 9 8
2 10 69
2 11 96
2 12 89
2 13 14
2 14 68
2 15 58
2 16 83
2 17 52
2 18 45
2 19 20
2 20 20
3 1 18
3 2 82
3 3 98
3 4 10
3 5 55
3 6 23
3 7 77
3 8 69
3 9 53
3 10 9
3 11 36
3 12 5
3 13 56
3 14 5
3 15 7
3 16 7
3 17 32
3 18 15
3 19 7
3 20 28
4 1 67
4 2 31
4 3 26
4 4 54
4 5 86
4 6 75
4 7 82
4 8 67
4 9 97
4 10 20
4 11 58
4 12 78
4 13 22
4 14 93
4 15 88
4 16 79
4 17 67
4 18 18
4 19 76
4 20 32
5 1 38
5 2 27
5 3 33
5 4 93
5 5 97
5 6 57
5 7 84
5 8 57
5 9 34
5 10 26
5 11 85
5 12 58
5 13 82
5 14 19
5 15 32
5 16 44
5 17 3
5 18 69
5 19 74
5 20 58
6 1 41
6 2 96
6 3 52
6 4 42
6 5 93
6 6 17
6 7 22
6 8 79
6 9 59
6 10 77
6 11 39
6 12 32
6 13 66
6 14 55
6 15 12
6 16 32
6 17 94
6 18 20
6 19 51
6 20 50
7 1 24
7 2 63
7 3 77
7 4 30
7 5 86
7 6 41
7 7 50
7 8 75
7 9 21
7 10 73
7 11 39
7 12 26
7 13 24
7 14 10
7 15 64
7 16 62
7 17 63
7 18 46
7 19 53
7 20 7
8 1 12
8 2 50
8 3 94
8 4 41
8 5 83
8 6 45
8 7 8
8 8 36
8 9 11
8 10 41
8 11 36
8 12 65
8 13 90
8 14 23
8 15 40
8 16 62
8 17 60
8 18 35
8 19 48
8 20 24
9 1 17
9 2 14
9 3 91
9 4 82
9 5 78
9 6 72
9 7 40
9 8 99
9 9 33
9 10 25
9 11 90
9 12 50
9 13 53
9 14 9
9 15 1
9 16 92
9 17 49
9 18 45
9 19 63
9 20 58
10 1 3
10 2 44
10 3 50
10 4 97
10 5 96
10 6 49
10 7 85
10 8 64
10 9 28
10 10 62
10 11 27
10 12 33
10 13 90
10 14 16
10 15 55
10 16 73
10 17 36
10 18 71
10 19 7
10 20 32
11 1 74
11 2 51
11 3 3
11 4 86
11 5 56
11 6 55
11 7 51
11 8 87
11 9 49
11 10 10
11 11 32
