set N := 1 2 3 4 5 6 7 8 9 10 ;

set M := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 ;

param m := 15;

param: T: time :=
1 1 27
1 2 20
1 3 2
1 4 92
1 5 39
1 6 6
1 7 36
1 8 45
1 9 35
1 10 49
1 11 64
1 12 19
1 13 1
1 14 19
1 15 28
2 1 46
2 2 80
2 3 25
2 4 39
2 5 12
2 6 28
2 7 13
2 8 30
2 9 32
2 10 72
2 11 86
2 12 80
2 13 17
2 14 54
2 15 50
3 1 87
3 2 9
3 3 93
3 4 12
3 5 36
3 6 81
3 7 79
3 8 20
3 9 92
3 10 28
3 11 10
3 12 96
3 13 51
3 14 84
3 15 5
4 1 99
4 2 72
4 3 66
4 4 76
4 5 41
4 6 10
4 7 14
4 8 45
4 9 18
4 10 22
4 11 64
4 12 10
4 13 48
4 14 98
4 15 11
5 1 25
5 2 25
5 3 61
5 4 13
5 5 50
5 6 17
5 7 8
5 8 58
5 9 53
5 10 76
5 11 23
5 12 5
5 13 4
5 14 53
5 15 60
6 1 40
6 2 78
6 3 10
6 4 75
6 5 43
6 6 62
6 7 81
6 8 72
6 9 42
6 10 28
6 11 42
6 12 74
6 13 91
6 14 10
6 15 61
7 1 49
7 2 19
7 3 28
7 4 61
7 5 45
7 6 5
7 7 7
7 8 13
7 9 9
7 10 15
7 11 5
7 12 31
7 13 1
7 14 87
7 15 54
8 1 50
8 2 33
8 3 37
8 4 63
8 5 1
8 6 81
8 7 37
8 8 44
8 9 14
8 10 58
8 11 93
8 12 54
8 13 20
8 14 39
8 15 20
9 1 85
9 2 21
9 3 91
9 4 74
9 5 16
9 6 60
9 7 40
9 8 18
9 9 17
9 10 9
9 11 61
9 12 5
9 13 97
9 14 43
9 15 9
10 1 25
10 2 96
10 3 94
10 4 95
10 5 41
10 6 74
10 7 75
10 8 94
10 9 4
10 10 73
10 11 35
10 12 32
10 13 31
10 14 26
10 15 85
;
