set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 201 202 203 204 205 206 207 208 209 210 211 212 213 214 215 216 217 218 219 220 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 236 237 238 239 240 241 242 243 244 245 246 247 248 249 250 251 252 253 254 255 256 257 258 259 260 261 262 263 264 265 266 267 268 269 270 271 272 273 274 275 276 277 278 279 280 281 282 283 284 285 286 287 288 289 290 291 292 293 294 295 296 297 298 299 300 301 302 303 304 305 306 307 308 309 310 311 312 313 314 315 316 317 318 319 320 321 322 323 324 325 326 327 328 329 330 331 332 333 334 335 336 337 338 339 340 341 342 343 344 345 346 347 348 349 350 351 352 353 354 355 356 357 358 359 360 361 362 363 364 365 366 367 368 369 370 371 372 373 374 375 376 377 378 379 380 381 382 383 384 385 386 387 388 389 390 391 392 393 394 395 396 397 398 399 400 401 402 403 404 405 406 407 408 409 410 411 412 413 414 415 416 417 418 419 420 421 422 423 424 425 426 427 428 429 430 431 432 433 434 435 436 437 438 439 440 441 442 443 444 445 446 447 448 449 450 451 452 453 454 455 456 457 458 459 460 461 462 463 464 465 466 467 468 469 470 471 472 473 474 475 476 477 478 479 480 481 482 483 484 485 486 487 488 489 490 491 492 493 494 495 496 497 498 499 500 501 502 503 504 505 506 507 508 509 510 511 512 513 514 515 516 517 518 519 520 521 522 523 524 525 526 527 528 529 530 531 532 533 534 535 536 537 538 539 540 541 542 543 544 545 546 547 548 549 550 551 552 553 554 555 556 557 558 559 560 561 562 563 564 565 566 567 568 569 570 571 572 573 574 575 576 577 578 579 580 581 582 583 584 585 586 587 588 589 590 591 592 593 594 595 596 597 598 599 600 601 602 603 604 605 606 607 608 609 610 611 612 613 614 615 616 617 618 619 620 621 622 623 624 625 626 627 628 629 630 631 632 633 634 635 636 637 638 639 640 641 642 643 644 645 646 647 648 649 650 651 652 653 654 655 656 657 658 659 660 661 662 663 664 665 666 667 668 669 670 671 672 673 674 675 676 677 678 679 680 681 682 683 684 685 686 687 688 689 690 691 692 693 694 695 696 697 698 699 700 ;

set M := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 ;

param m := 20;

param: T: time :=
1 1 36
1 2 60
1 3 26
1 4 83
1 5 42
1 6 59
1 7 15
1 8 88
1 9 85
1 10 25
1 11 86
1 12 78
1 13 2
1 14 36
1 15 63
1 16 50
1 17 18
1 18 2
1 19 47
1 20 76
2 1 22
2 2 85
2 3 84
2 4 4
2 5 65
2 6 4
2 7 5
2 8 13
2 9 49
2 10 16
2 11 22
2 12 8
2 13 58
2 14 42
2 15 49
2 16 27
2 17 18
2 18 59
2 19 49
2 20 12
3 1 24
3 2 80
3 3 45
3 4 67
3 5 56
3 6 6
3 7 43
3 8 6
3 9 57
3 10 99
3 11 48
3 12 48
3 13 76
3 14 45
3 15 84
3 16 33
3 17 73
3 18 65
3 19 39
3 20 60
4 1 46
4 2 16
4 3 91
4 4 56
4 5 42
4 6 2
4 7 5
4 8 48
4 9 35
4 10 54
4 11 85
4 12 82
4 13 5
4 14 75
4 15 40
4 16 29
4 17 46
4 18 52
4 19 84
4 20 41
5 1 75
5 2 77
5 3 84
5 4 79
5 5 35
5 6 31
5 7 34
5 8 18
5 9 12
5 10 24
5 11 93
5 12 74
5 13 97
5 14 3
5 15 62
5 16 51
5 17 82
5 18 50
5 19 33
5 20 79
6 1 48
6 2 55
6 3 70
6 4 78
6 5 4
6 6 20
6 7 10
6 8 5
6 9 77
6 10 33
6 11 55
6 12 37
6 13 64
6 14 34
6 15 38
6 16 13
6 17 88
6 18 30
6 19 59
6 20 31
7 1 28
7 2 54
7 3 27
7 4 79
7 5 18
7 6 82
7 7 55
7 8 45
7 9 19
7 10 24
7 11 6
7 12 18
7 13 34
7 14 76
7 15 60
7 16 15
7 17 88
7 18 2
7 19 80
7 20 52
8 1 23
8 2 54
8 3 82
8 4 64
8 5 60
8 6 94
8 7 22
8 8 51
8 9 46
8 10 31
8 11 95
8 12 83
8 13 63
8 14 7
8 15 77
8 16 16
8 17 89
8 18 14
8 19 52
8 20 74
9 1 37
9 2 87
9 3 27
9 4 27
9 5 87
9 6 34
9 7 20
9 8 49
9 9 26
9 10 84
9 11 58
9 12 44
9 13 26
9 14 76
9 15 50
9 16 82
9 17 49
9 18 10
9 19 81
9 20 64
10 1 39
10 2 26
10 3 85
10 4 26
10 5 57
10 6 9
10 7 70
10 8 37
10 9 69
10 10 8
10 11 91
10 12 70
10 13 67
10 14 29
10 15 36
10 16 31
10 17 24
10 18 43
10 19 18
10 20 74
11 1 75
11 2 9
11 3 33
11 4 64
11 5 4
11 6 11
11 7 99
11 8 39
11 9 56
11 10 60
11 11 96
11 12 84
11 13 19
11 14 8
11 15 79
11 16 46
11 17 43
11 18 63
11 19 10
11 20 10
12 1 80
12 2 25
12 3 68
12 4 49
12 5 85
12 6 66
12 7 2
12 8 20
12 9 79
12 10 24
12 11 37
12 12 25
12 13 93
12 14 91
12 15 76
12 16 13
12 17 39
12 18 18
12 19 32
12 20 70
13 1 56
13 2 48
13 3 79
13 4 9
