set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 ;

set M := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 ;

param m := 60;

param: T: time :=
1 1 62
1 2 41
1 3 96
1 4 33
1 5 87
1 6 72
1 7 11
1 8 39
1 9 9
1 10 49
1 11 62
1 12 7
1 13 15
1 14 33
1 15 29
1 16 82
1 17 33
1 18 83
1 19 9
1 20 13
1 21 61
1 22 17
1 23 62
1 24 91
1 25 61
1 26 51
1 27 18
1 28 19
1 29 30
1 30 64
1 31 29
1 32 46
1 33 1
1 34 6
1 35 99
1 36 32
1 37 55
1 38 29
1 39 3
1 40 96
1 41 30
1 42 29
1 43 69
1 44 89
1 45 53
1 46 22
1 47 14
1 48 88
1 49 54
1 50 83
1 51 29
1 52 80
1 53 23
1 54 32
1 55 63
1 56 29
1 57 11
1 58 48
1 59 62
1 60 96
2 1 8
2 2 29
2 3 43
2 4 80
2 5 32
2 6 45
2 7 28
2 8 13
2 9 15
2 10 49
2 11 57
2 12 80
2 13 70
2 14 34
2 15 62
2 16 8
2 17 85
2 18 62
2 19 57
2 20 98
2 21 68
2 22 96
2 23 91
2 24 8
2 25 27
2 26 17
2 27 74
2 28 23
2 29 94
2 30 97
2 31 45
2 32 58
2 33 95
2 34 72
2 35 68
2 36 81
2 37 33
2 38 32
2 39 76
2 40 43
2 41 42
2 42 7
2 43 74
2 44 83
2 45 28
2 46 48
2 47 94
2 48 13
2 49 6
2 50 6
2 51 59
2 52 7
2 53 82
2 54 56
2 55 92
2 56 64
2 57 71
2 58 41
2 59 83
2 60 7
3 1 20
3 2 16
3 3 93
3 4 36
3 5 82
3 6 19
3 7 70
3 8 58
3 9 95
3 10 6
3 11 94
3 12 49
3 13 4
3 14 18
3 15 82
3 16 30
3 17 66
3 18 72
3 19 20
3 20 63
3 21 44
3 22 2
3 23 98
3 24 91
3 25 21
3 26 64
3 27 80
3 28 80
3 29 42
3 30 21
3 31 7
3 32 47
3 33 56
3 34 43
3 35 38
3 36 67
3 37 94
3 38 90
3 39 89
3 40 6
3 41 23
3 42 81
3 43 80
3 44 14
3 45 54
3 46 46
3 47 35
3 48 78
3 49 14
3 50 33
3 51 94
3 52 27
3 53 73
3 54 92
3 55 31
3 56 12
3 57 20
3 58 93
3 59 55
3 60 45
4 1 13
4 2 17
4 3 85
4 4 43
4 5 39
4 6 38
4 7 11
4 8 96
4 9 97
4 10 2
4 11 44
4 12 99
4 13 35
4 14 40
4 15 85
4 16 79
4 17 38
4 18 2
4 19 12
4 20 20
4 21 59
4 22 72
4 23 76
4 24 76
4 25 4
4 26 17
4 27 84
4 28 10
4 29 32
4 30 85
4 31 68
4 32 2
4 33 47
4 34 36
4 35 90
4 36 26
4 37 66
4 38 78
4 39 44
4 40 78
4 41 95
4 42 64
4 43 29
4 44 98
4 45 64
4 46 36
4 47 11
4 48 44
4 49 89
4 50 37
4 51 21
4 52 77
4 53 60
4 54 55
4 55 24
4 56 95
4 57 83
4 58 10
4 59 69
4 60 12
5 1 20
5 2 55
5 3 23
5 4 54
5 5 98
5 6 29
5 7 16
5 8 62
5 9 98
5 10 65
5 11 74
5 12 73
5 13 32
5 14 85
5 15 13
5 16 46
5 17 59
5 18 90
5 19 12
5 20 65
5 21 30
5 22 52
5 23 96
5 24 8
5 25 36
5 26 65
5 27 97
5 28 74
5 29 2
5 30 1
5 31 68
5 32 25
5 33 64
5 34 85
5 35 74
5 36 63
5 37 9
5 38 92
5 39 84
5 40 49
5 41 65
5 42 18
5 43 35
5 44 50
5 45 91
5 46 66
5 47 45
5 48 65
5 49 80
5 50 98
5 51 93
5 52 58
5 53 70
5 54 91
5 55 98
5 56 99
5 57 68
5 58 10
5 59 59
5 60 10
6 1 86
6 2 13
6 3 43
6 4 43
6 5 58
6 6 29
6 7 28
6 8 48
6 9 8
6 10 70
6 11 45
6 12 17
6 13 55
6 14 75
6 15 67
6 16 86
6 17 95
6 18 5
6 19 49
6 20 64
6 21 3
6 22 25
6 23 12
6 24 94
6 25 13
6 26 45
6 27 14
6 28 74
6 29 7
6 30 12
6 31 73
6 32 10
6 33 3
6 34 66
6 35 31
6 36 37
6 37 10
6 38 11
6 39 43
6 40 84
6 41 18
6 42 48
6 43 71
6 44 29
6 45 22
6 46 98
6 47 8
6 48 67
6 49 5
6 50 94
6 51 26
6 52 34
6 53 16
6 54 2
6 55 77
6 56 6
6 57 45
6 58 47
6 59 55
6 60 88
7 1 61
7 2 18
7 3 5
7 4 85
7 5 56
7 6 78
7 7 44
7 8 65
7 9 38
7 10 25
7 11 27
7 12 8
7 13 46
7 14 60
7 15 66
7 16 82
7 17 86
7 18 69
7 19 99
7 20 85
7 21 18
7 22 21
7 23 52
7 24 47
7 25 23
7 26 35
7 27 48
7 28 78
7 29 46
7 30 79
7 31 64
7 32 29
7 33 9
7 34 93
7 35 20
7 36 59
7 37 93
7 38 57
7 39 74
7 40 67
7 41 81
7 42 36
7 43 41
7 44 9
7 45 90
7 46 84
7 47 58
7 48 6
7 49 30
7 50 87
7 51 83
7 52 39
7 53 76
7 54 69
7 55 82
7 56 59
7 57 41
7 58 98
7 59 37
7 60 60
8 1 85
8 2 66
8 3 6
8 4 16
8 5 88
8 6 25
8 7 87
8 8 61
8 9 96
8 10 11
8 11 89
8 12 65
8 13 86
8 14 79
8 15 98
8 16 38
8 17 40
8 18 44
8 19 2
8 20 60
8 21 99
8 22 74
8 23 5
8 24 39
8 25 57
8 26 18
8 27 45
8 28 10
8 29 3
8 30 39
8 31 8
8 32 54
8 33 17
8 34 80
8 35 74
8 36 3
8 37 4
8 38 19
8 39 77
8 40 28
8 41 87
8 42 38
8 43 31
8 44 64
8 45 20
8 46 60
8 47 63
8 48 3
8 49 69
8 50 7
8 51 78
8 52 41
8 53 7
8 54 72
8 55 10
8 56 98
8 57 78
8 58 40
8 59 49
8 60 20
9 1 54
9 2 70
9 3 74
9 4 23
9 5 88
9 6 38
9 7 89
9 8 75
9 9 24
9 10 2
9 11 61
9 12 4
9 13 30
9 14 37
9 15 20
9 16 53
9 17 56
9 18 54
9 19 51
9 20 69
9 21 45
9 22 88
9 23 96
9 24 76
9 25 25
9 26 43
9 27 44
9 28 44
9 29 95
9 30 6
9 31 76
9 32 94
9 33 53
9 34 79
9 35 3
9 36 84
9 37 34
9 38 99
9 39 96
9 40 53
9 41 79
9 42 21
9 43 12
9 44 42
9 45 24
9 46 99
9 47 54
9 48 1
9 49 88
9 50 8
9 51 29
9 52 61
9 53 20
9 54 48
9 55 89
